work_id,concept_id,concept_display_name,concept_level,concept_score
https://openalex.org/W7115068680,https://openalex.org/C2668921,Impervious surface,2,0.44595
https://openalex.org/W7115068680,https://openalex.org/C43126263,Source code,2,0.40109
https://openalex.org/W7115068680,https://openalex.org/C58166,Fuzzy logic,2,0.39001
https://openalex.org/W7115068680,https://openalex.org/C2780365114,MATLAB,2,0.38943
https://openalex.org/W7115068680,https://openalex.org/C2777904410,Software,2,0.33316
https://openalex.org/W7115068680,https://openalex.org/C67186912,Data modeling,2,0.33201
https://openalex.org/W7115068680,https://openalex.org/C151406439,Time series,2,0.30222
https://openalex.org/W7115068680,https://openalex.org/C39432304,Environmental science,0,0.28771
https://openalex.org/W7115068680,https://openalex.org/C11413529,Algorithm,1,0.28319
https://openalex.org/W7115068680,https://openalex.org/C2779585090,Resilience (materials science),2,0.28171
https://openalex.org/W7115068680,https://openalex.org/C77088390,Database,1,0.28151
https://openalex.org/W7115068680,https://openalex.org/C42011625,Fuzzy set,3,0.2665
https://openalex.org/W7115068680,https://openalex.org/C126197015,Hydrological modelling,2,0.25764
https://openalex.org/W7115068680,https://openalex.org/C2987896495,Event data,3,0.25374
https://openalex.org/W7115069602,https://openalex.org/C41008148,Computer science,0,0.61264
https://openalex.org/W7115069602,https://openalex.org/C124101348,Data mining,1,0.55102
https://openalex.org/W7115069602,https://openalex.org/C132964779,Raw data,2,0.50219
https://openalex.org/W7115069602,https://openalex.org/C106301342,Entropy (arrow of time),2,0.49078
https://openalex.org/W7115069602,https://openalex.org/C2776760102,Code (set theory),3,0.49067
https://openalex.org/W7115069602,https://openalex.org/C2668921,Impervious surface,2,0.44595
https://openalex.org/W7115069602,https://openalex.org/C43126263,Source code,2,0.40109
https://openalex.org/W7115069602,https://openalex.org/C58166,Fuzzy logic,2,0.39001
https://openalex.org/W7115069602,https://openalex.org/C2780365114,MATLAB,2,0.38943
https://openalex.org/W7115069602,https://openalex.org/C2777904410,Software,2,0.33316
https://openalex.org/W7115069602,https://openalex.org/C67186912,Data modeling,2,0.33201
https://openalex.org/W7115069602,https://openalex.org/C151406439,Time series,2,0.30222
https://openalex.org/W7115069602,https://openalex.org/C39432304,Environmental science,0,0.28771
https://openalex.org/W7115069602,https://openalex.org/C11413529,Algorithm,1,0.28319
https://openalex.org/W7115069602,https://openalex.org/C2779585090,Resilience (materials science),2,0.28171
https://openalex.org/W7115069602,https://openalex.org/C77088390,Database,1,0.28151
https://openalex.org/W7115069602,https://openalex.org/C42011625,Fuzzy set,3,0.2665
https://openalex.org/W7115069602,https://openalex.org/C126197015,Hydrological modelling,2,0.25764
https://openalex.org/W7115069602,https://openalex.org/C2987896495,Event data,3,0.25374
https://openalex.org/W7115069933,https://openalex.org/C2779594111,Plumage,2,0.83941
https://openalex.org/W7115069933,https://openalex.org/C86803240,Biology,0,0.63453
https://openalex.org/W7115069933,https://openalex.org/C127745971,Feather,2,0.47219
https://openalex.org/W7115069933,https://openalex.org/C90856448,Zoology,1,0.46398
https://openalex.org/W7115069933,https://openalex.org/C193252679,Phylogenetic tree,3,0.38438
https://openalex.org/W7115069933,https://openalex.org/C106934330,Trait,2,0.37505
https://openalex.org/W7115069933,https://openalex.org/C2778307483,Colored,2,0.32768
https://openalex.org/W7115069933,https://openalex.org/C78458016,Evolutionary biology,1,0.30715
https://openalex.org/W7115069933,https://openalex.org/C44465124,Clade,4,0.2782
https://openalex.org/W7115069933,https://openalex.org/C2778004798,Beak,2,0.27114
https://openalex.org/W7115069933,https://openalex.org/C140530291,Dorsum,2,0.26731
https://openalex.org/W7115069933,https://openalex.org/C3017739461,New guinea,2,0.25631
https://openalex.org/W7115072320,https://openalex.org/C2779594111,Plumage,2,0.83941
https://openalex.org/W7115072320,https://openalex.org/C86803240,Biology,0,0.63453
https://openalex.org/W7115072320,https://openalex.org/C127745971,Feather,2,0.47219
https://openalex.org/W7115072320,https://openalex.org/C90856448,Zoology,1,0.46398
https://openalex.org/W7115072320,https://openalex.org/C193252679,Phylogenetic tree,3,0.38438
https://openalex.org/W7115072320,https://openalex.org/C106934330,Trait,2,0.37505
https://openalex.org/W7115072320,https://openalex.org/C2778307483,Colored,2,0.32768
https://openalex.org/W7115072320,https://openalex.org/C78458016,Evolutionary biology,1,0.30715
https://openalex.org/W7115072320,https://openalex.org/C44465124,Clade,4,0.2782
https://openalex.org/W7115072320,https://openalex.org/C2778004798,Beak,2,0.27114
https://openalex.org/W7115072320,https://openalex.org/C140530291,Dorsum,2,0.26731
https://openalex.org/W7115072320,https://openalex.org/C3017739461,New guinea,2,0.25631
https://openalex.org/W7110789638,https://openalex.org/C47798520,Transmitter,3,0.75498
https://openalex.org/W7110789638,https://openalex.org/C41008148,Computer science,0,0.65954
https://openalex.org/W7110789638,https://openalex.org/C519991488,Python (programming language),2,0.62881
https://openalex.org/W7110789638,https://openalex.org/C192220659,Universal Software Radio Peripheral,3,0.56534
https://openalex.org/W7110789638,https://openalex.org/C148063708,Channel state information,3,0.5108
https://openalex.org/W7110789638,https://openalex.org/C198329298,Subcarrier,4,0.50243
https://openalex.org/W7110789638,https://openalex.org/C31395832,Testbed,2,0.47698
https://openalex.org/W7110789638,https://openalex.org/C61423126,Scripting language,2,0.47022
https://openalex.org/W7110789638,https://openalex.org/C2776760102,Code (set theory),3,0.45352
https://openalex.org/W7110789638,https://openalex.org/C127162648,Channel (broadcasting),2,0.44754
https://openalex.org/W7110789638,https://openalex.org/C48103436,State (computer science),2,0.40016
https://openalex.org/W7110789638,https://openalex.org/C85961473,Line code,4,0.38929
https://openalex.org/W7110789638,https://openalex.org/C557945733,Data transmission,2,0.38413
https://openalex.org/W7110789638,https://openalex.org/C2780365114,MATLAB,2,0.36576
https://openalex.org/W7110789638,https://openalex.org/C9390403,Computer hardware,1,0.36353
https://openalex.org/W7110789638,https://openalex.org/C55439883,Correctness,2,0.36083
https://openalex.org/W7110789638,https://openalex.org/C126042441,Frame (networking),2,0.35139
https://openalex.org/W7110789638,https://openalex.org/C43126263,Source code,2,0.33252
https://openalex.org/W7110789638,https://openalex.org/C199519371,Source lines of code,3,0.3273
https://openalex.org/W7110789638,https://openalex.org/C24326235,Electronic engineering,1,0.32361
https://openalex.org/W7110789638,https://openalex.org/C171730128,Data file,2,0.29785
https://openalex.org/W7110789638,https://openalex.org/C179518139,Coding (social sciences),2,0.29175
https://openalex.org/W7110789638,https://openalex.org/C48105269,Header,2,0.29007
https://openalex.org/W7110789638,https://openalex.org/C529754248,Data recovery,2,0.28608
https://openalex.org/W7110789638,https://openalex.org/C79403827,Real-time computing,1,0.27307
https://openalex.org/W7110789638,https://openalex.org/C198352243,Line (geometry),2,0.27179
https://openalex.org/W7110789638,https://openalex.org/C2779843651,SIGNAL (programming language),2,0.27143
https://openalex.org/W7110789638,https://openalex.org/C103088060,Error detection and correction,2,0.25938
https://openalex.org/W7114892091,https://openalex.org/C81074085,Motion planning,3,0.69226
https://openalex.org/W7114892091,https://openalex.org/C126255220,Mathematical optimization,1,0.59528
https://openalex.org/W7114892091,https://openalex.org/C102634674,Smoothness,2,0.58061
https://openalex.org/W7114892091,https://openalex.org/C41008148,Computer science,0,0.56043
https://openalex.org/W7114892091,https://openalex.org/C3770464,Smoothing,2,0.49299
https://openalex.org/W7114892091,https://openalex.org/C195065555,Curvature,2,0.48156
https://openalex.org/W7114892091,https://openalex.org/C90509273,Robot,2,0.47938
https://openalex.org/W7114892091,https://openalex.org/C63479239,Robustness (evolution),3,0.47838
https://openalex.org/W7114892091,https://openalex.org/C11413529,Algorithm,1,0.47809
https://openalex.org/W7114892091,https://openalex.org/C2777735758,Path (computing),2,0.44982
https://openalex.org/W7114892091,https://openalex.org/C158485040,Any-angle path planning,4,0.41965
https://openalex.org/W7114892091,https://openalex.org/C57077369,Occupancy grid mapping,4,0.41136
https://openalex.org/W7114892091,https://openalex.org/C73000952,Discretization,2,0.406
https://openalex.org/W7114892091,https://openalex.org/C2780165032,Energy consumption,2,0.37874
https://openalex.org/W7114892091,https://openalex.org/C186370098,Energy (signal processing),2,0.36822
https://openalex.org/W7114892091,https://openalex.org/C91370436,Grid method multiplication,3,0.36489
https://openalex.org/W7114892091,https://openalex.org/C22590252,Shortest path problem,3,0.36362
https://openalex.org/W7114892091,https://openalex.org/C158622935,Nonlinear system,2,0.36188
https://openalex.org/W7114892091,https://openalex.org/C173801870,Heuristic,2,0.35755
https://openalex.org/W7114892091,https://openalex.org/C156172958,Grid reference,4,0.3552
https://openalex.org/W7114892091,https://openalex.org/C2780365114,MATLAB,2,0.33645
https://openalex.org/W7114892091,https://openalex.org/C47446073,Control theory (sociology),3,0.32939
https://openalex.org/W7114892091,https://openalex.org/C187691185,Grid,2,0.32852
https://openalex.org/W7114892091,https://openalex.org/C32638748,Fast path,4,0.32003
https://openalex.org/W7114892091,https://openalex.org/C6683253,Obstacle avoidance,4,0.31219
https://openalex.org/W7114892091,https://openalex.org/C39920418,Kinematics,2,0.2954
https://openalex.org/W7114892091,https://openalex.org/C10390562,Spline (mechanical),2,0.2941
https://openalex.org/W7114892091,https://openalex.org/C131806220,Evaluation function,2,0.29015
https://openalex.org/W7114892091,https://openalex.org/C19966478,Mobile robot,3,0.2874
https://openalex.org/W7114892091,https://openalex.org/C2776650193,Obstacle,2,0.28516
https://openalex.org/W7114892091,https://openalex.org/C2777303404,Convergence (economics),2,0.26933
https://openalex.org/W7114897921,https://openalex.org/C41008148,Computer science,0,0.72033
https://openalex.org/W7114897921,https://openalex.org/C166566181,Natural disaster,2,0.51897
https://openalex.org/W7114897921,https://openalex.org/C2908647359,Population,2,0.51131
https://openalex.org/W7114897921,https://openalex.org/C2777042776,Preparedness,2,0.49974
https://openalex.org/W7114897921,https://openalex.org/C96250715,Estimation,2,0.47868
https://openalex.org/W7114897921,https://openalex.org/C62555980,Emergency management,2,0.43425
https://openalex.org/W7114897921,https://openalex.org/C79403827,Real-time computing,1,0.42173
https://openalex.org/W7114897921,https://openalex.org/C2778027091,Satellite system,4,0.39977
https://openalex.org/W7114897921,https://openalex.org/C121308736,Communications satellite,3,0.38694
https://openalex.org/W7114897921,https://openalex.org/C18949120,Space debris,3,0.37079
https://openalex.org/W7114897921,https://openalex.org/C38652104,Computer security,1,0.36658
https://openalex.org/W7114897921,https://openalex.org/C2779481623,Disaster area,2,0.36104
https://openalex.org/W7114897921,https://openalex.org/C133462117,Data collection,2,0.35941
https://openalex.org/W7114897921,https://openalex.org/C3020699826,Disaster preparedness,3,0.35309
https://openalex.org/W7114897921,https://openalex.org/C76155785,Telecommunications,1,0.34159
https://openalex.org/W7114897921,https://openalex.org/C555944384,Wireless,2,0.33488
https://openalex.org/W7114897921,https://openalex.org/C29852176,Critical infrastructure,2,0.32324
https://openalex.org/W7114897921,https://openalex.org/C101765175,Communications system,2,0.32103
https://openalex.org/W7114897921,https://openalex.org/C62649853,Remote sensing,1,0.3207
https://openalex.org/W7114897921,https://openalex.org/C2777211547,Training (meteorology),2,0.31464
https://openalex.org/W7114897921,https://openalex.org/C19269812,Satellite,2,0.31425
https://openalex.org/W7114897921,https://openalex.org/C59519942,Drone,2,0.3112
https://openalex.org/W7114897921,https://openalex.org/C2982801203,Disaster mitigation,2,0.30208
https://openalex.org/W7114897921,https://openalex.org/C145804949,Situation awareness,2,0.30081
https://openalex.org/W7114897921,https://openalex.org/C186295008,Landslide,2,0.29585
https://openalex.org/W7114897921,https://openalex.org/C13662910,Trajectory,2,0.29324
https://openalex.org/W7114897921,https://openalex.org/C39410599,Natural hazard,2,0.29248
https://openalex.org/W7114897921,https://openalex.org/C2780365114,MATLAB,2,0.27951
https://openalex.org/W7114897921,https://openalex.org/C3020384686,Emergency rescue,2,0.27728
https://openalex.org/W7114897921,https://openalex.org/C39399123,Earth observation,3,0.27529
https://openalex.org/W7114897921,https://openalex.org/C29141058,Tropical cyclone,2,0.27222
https://openalex.org/W7114897921,https://openalex.org/C108037233,Wireless network,3,0.25921
https://openalex.org/W7114897921,https://openalex.org/C3018653863,Disaster response,3,0.25723
https://openalex.org/W7114897921,https://openalex.org/C3017997152,Emergency response,2,0.25233
https://openalex.org/W7114897921,https://openalex.org/C153294291,Meteorology,1,0.25061
https://openalex.org/W7114915051,https://openalex.org/C5941749,Machine tool,2,0.75389
https://openalex.org/W7114915051,https://openalex.org/C135628077,Finite element method,2,0.67559
https://openalex.org/W7114915051,https://openalex.org/C523214423,Machining,2,0.64986
https://openalex.org/W7114915051,https://openalex.org/C144171764,Torque,2,0.56874
https://openalex.org/W7114915051,https://openalex.org/C2779372316,Stiffness,2,0.54404
https://openalex.org/W7114915051,https://openalex.org/C199978012,Bearing (navigation),2,0.54182
https://openalex.org/W7114915051,https://openalex.org/C30293662,Bushing,2,0.52346
https://openalex.org/W7114915051,https://openalex.org/C175457265,Numerical control,3,0.48798
https://openalex.org/W7114915051,https://openalex.org/C127413603,Engineering,0,0.45791
https://openalex.org/W7114915051,https://openalex.org/C47446073,Control theory (sociology),3,0.43789
https://openalex.org/W7114915051,https://openalex.org/C41008148,Computer science,0,0.41436
https://openalex.org/W7114915051,https://openalex.org/C78519656,Mechanical engineering,1,0.38902
https://openalex.org/W7114915051,https://openalex.org/C66938386,Structural engineering,1,0.37299
https://openalex.org/W7114915051,https://openalex.org/C89611455,Mechanism (biology),2,0.37222
https://openalex.org/W7114915051,https://openalex.org/C2779843651,SIGNAL (programming language),2,0.37043
https://openalex.org/W7114915051,https://openalex.org/C98045186,Process (computing),2,0.32533
https://openalex.org/W7114915051,https://openalex.org/C133731056,Control engineering,1,0.31965
https://openalex.org/W7114915051,https://openalex.org/C198082294,Position (finance),2,0.30848
https://openalex.org/W7114915051,https://openalex.org/C145991859,Load cell,2,0.29045
https://openalex.org/W7114915051,https://openalex.org/C81302111,Contact force,2,0.28285
https://openalex.org/W7114915051,https://openalex.org/C81299745,Transfer function,2,0.28008
https://openalex.org/W7114915051,https://openalex.org/C13662910,Trajectory,2,0.25924
https://openalex.org/W7114915051,https://openalex.org/C207467116,Inverse,2,0.25739
https://openalex.org/W7114915051,https://openalex.org/C2780155820,Rolling-element bearing,3,0.25662
https://openalex.org/W7114915051,https://openalex.org/C109441226,Servomotor,2,0.25437
https://openalex.org/W7114922824,https://openalex.org/C72688512,Thermal runaway,4,0.73113
https://openalex.org/W7114922824,https://openalex.org/C30399818,Casing,2,0.41451
https://openalex.org/W7114922824,https://openalex.org/C204530211,Thermal,2,0.39278
https://openalex.org/W7114922824,https://openalex.org/C555008776,Battery (electricity),3,0.38154
https://openalex.org/W7114922824,https://openalex.org/C44154836,Simulation,1,0.37804
https://openalex.org/W7114922824,https://openalex.org/C41008148,Computer science,0,0.37654
https://openalex.org/W7114922824,https://openalex.org/C174348530,Bridging (networking),2,0.36764
https://openalex.org/W7114922824,https://openalex.org/C127413603,Engineering,0,0.33884
https://openalex.org/W7114922824,https://openalex.org/C2778476105,Workload,2,0.31782
https://openalex.org/W7114922824,https://openalex.org/C774472,Margin (machine learning),2,0.30691
https://openalex.org/W7114922824,https://openalex.org/C2780365114,MATLAB,2,0.30304
https://openalex.org/W7114922824,https://openalex.org/C2781162219,Replicate,2,0.29175
https://openalex.org/W7114922824,https://openalex.org/C200601418,Reliability engineering,1,0.29159
https://openalex.org/W7114922824,https://openalex.org/C3020116064,Heat generation,2,0.28979
https://openalex.org/W7114922824,https://openalex.org/C512993513,Chassis,2,0.28333
https://openalex.org/W7114922824,https://openalex.org/C66938386,Structural engineering,1,0.26944
https://openalex.org/W7114922824,https://openalex.org/C121704057,Collision,2,0.25718
https://openalex.org/W7114931530,https://openalex.org/C189216461,Topology optimization,3,0.67013
https://openalex.org/W7114931530,https://openalex.org/C2780365114,MATLAB,2,0.66807
https://openalex.org/W7114931530,https://openalex.org/C49937458,Probabilistic logic,2,0.62248
https://openalex.org/W7114931530,https://openalex.org/C2776760102,Code (set theory),3,0.59247
https://openalex.org/W7114931530,https://openalex.org/C41008148,Computer science,0,0.59133
https://openalex.org/W7114931530,https://openalex.org/C126255220,Mathematical optimization,1,0.57936
https://openalex.org/W7114931530,https://openalex.org/C184720557,Topology (electrical circuits),2,0.45251
https://openalex.org/W7114931530,https://openalex.org/C11413529,Algorithm,1,0.45012
https://openalex.org/W7114931530,https://openalex.org/C198352243,Line (geometry),2,0.44085
https://openalex.org/W7114931530,https://openalex.org/C192209626,Focus (optics),2,0.43682
https://openalex.org/W7114931530,https://openalex.org/C98045186,Process (computing),2,0.41688
https://openalex.org/W7114931530,https://openalex.org/C34972735,Engineering design process,2,0.38319
https://openalex.org/W7114931530,https://openalex.org/C137836250,Optimization problem,2,0.36265
https://openalex.org/W7114931530,https://openalex.org/C194387892,Stochastic optimization,2,0.33786
https://openalex.org/W7114931530,https://openalex.org/C199519371,Source lines of code,3,0.3206
https://openalex.org/W7114931530,https://openalex.org/C28826006,Applied mathematics,1,0.30644
https://openalex.org/W7114931530,https://openalex.org/C8272713,Stochastic process,2,0.30602
https://openalex.org/W7114931530,https://openalex.org/C139571649,Program optimization,3,0.30005
https://openalex.org/W7114931530,https://openalex.org/C33923547,Mathematics,0,0.29958
https://openalex.org/W7114931530,https://openalex.org/C164088818,Vector optimization,4,0.28198
https://openalex.org/W7114931530,https://openalex.org/C133162039,Code generation,3,0.28015
https://openalex.org/W7114931530,https://openalex.org/C48753275,Numerical analysis,2,0.27889
https://openalex.org/W7114931530,https://openalex.org/C115680565,Gradient method,2,0.27209
https://openalex.org/W7114931530,https://openalex.org/C164752517,Global optimization,2,0.26668
https://openalex.org/W7114931530,https://openalex.org/C29513896,Shape optimization,3,0.26023
https://openalex.org/W7114931530,https://openalex.org/C148764684,Approximation algorithm,2,0.2551
https://openalex.org/W7114931530,https://openalex.org/C43126263,Source code,2,0.2532
https://openalex.org/W7114986728,https://openalex.org/C176783924,Evapotranspiration,2,0.73556
https://openalex.org/W7114986728,https://openalex.org/C39432304,Environmental science,0,0.63844
https://openalex.org/W7114986728,https://openalex.org/C153294291,Meteorology,1,0.58917
https://openalex.org/W7114986728,https://openalex.org/C32957820,Microclimate,2,0.54805
https://openalex.org/W7114986728,https://openalex.org/C519991488,Python (programming language),2,0.44327
https://openalex.org/W7114986728,https://openalex.org/C62649853,Remote sensing,1,0.34632
https://openalex.org/W7114986728,https://openalex.org/C3020199158,High resolution,2,0.31679
https://openalex.org/W7114986728,https://openalex.org/C2983363897,Air temperature,2,0.2828
https://openalex.org/W7114986728,https://openalex.org/C2780365114,MATLAB,2,0.27454
https://openalex.org/W7114986728,https://openalex.org/C2777589951,Irrigation scheduling,3,0.26979
https://openalex.org/W7114986728,https://openalex.org/C60478076,Reference data,2,0.25391
https://openalex.org/W7114994302,https://openalex.org/C41008148,Computer science,0,0.58292
https://openalex.org/W7114994302,https://openalex.org/C7515471,Stress testing (software),2,0.492
https://openalex.org/W7114994302,https://openalex.org/C149782125,Econometrics,1,0.46698
https://openalex.org/W7114994302,https://openalex.org/C166955791,Macro,2,0.46693
https://openalex.org/W7114994302,https://openalex.org/C11413529,Algorithm,1,0.43719
https://openalex.org/W7114994302,https://openalex.org/C195487862,Revenue,2,0.43682
https://openalex.org/W7114994302,https://openalex.org/C162324750,Economics,0,0.40239
https://openalex.org/W7114994302,https://openalex.org/C178350159,Credit risk,2,0.3785
https://openalex.org/W7114994302,https://openalex.org/C2777764128,Loan,2,0.36901
https://openalex.org/W7114994302,https://openalex.org/C183206440,Balance sheet,2,0.34745
https://openalex.org/W7114994302,https://openalex.org/C12590798,Replication (statistics),2,0.30815
https://openalex.org/W7114994302,https://openalex.org/C141513077,Independent and identically distributed random variables,3,0.30734
https://openalex.org/W7114994302,https://openalex.org/C58489278,Data set,2,0.30132
https://openalex.org/W7114994302,https://openalex.org/C32896092,Risk management,2,0.29567
https://openalex.org/W7114994302,https://openalex.org/C162118730,Actuarial science,1,0.29081
https://openalex.org/W7114994302,https://openalex.org/C200941418,Inflation (cosmology),2,0.28993
https://openalex.org/W7114994302,https://openalex.org/C10138342,Finance,1,0.28742
https://openalex.org/W7114994302,https://openalex.org/C124584101,Multiplier (economics),2,0.28691
https://openalex.org/W7114994302,https://openalex.org/C204036174,Stock (firearms),2,0.28577
https://openalex.org/W7114994302,https://openalex.org/C177264268,Set (abstract data type),2,0.2655
https://openalex.org/W7114994302,https://openalex.org/C72279823,Impulse response,2,0.25664
https://openalex.org/W7114994302,https://openalex.org/C26517878,Key (lock),2,0.25504
https://openalex.org/W7114995170,https://openalex.org/C2777904410,Software,2,0.77174
https://openalex.org/W7114995170,https://openalex.org/C41008148,Computer science,0,0.74878
https://openalex.org/W7114995170,https://openalex.org/C2775841894,Sleep (system call),2,0.60292
https://openalex.org/W7114995170,https://openalex.org/C2780365114,MATLAB,2,0.58984
https://openalex.org/W7114995170,https://openalex.org/C179518139,Coding (social sciences),2,0.58119
https://openalex.org/W7114995170,https://openalex.org/C132964779,Raw data,2,0.45206
https://openalex.org/W7114995170,https://openalex.org/C171730128,Data file,2,0.44396
https://openalex.org/W7114995170,https://openalex.org/C37789001,Graphical user interface,2,0.36533
https://openalex.org/W7114995170,https://openalex.org/C2777655017,Toolbox,2,0.33217
https://openalex.org/W7114995170,https://openalex.org/C2984968299,Software tool,3,0.32763
https://openalex.org/W7114995170,https://openalex.org/C56666940,Documentation,2,0.32371
https://openalex.org/W7114995170,https://openalex.org/C115903868,Software engineering,1,0.32233
